path,total_conversions,total_conversion_value,total_null
Push Notifications > Push Notifications,1,4.75,2
Videos > Videos > Internal Campaign > Videos > Internal Campaign > Email > Push Notifications > Email > Push Notifications > Videos > Videos > Affiliate,0,0,2
Push Notifications > Email > Push Notifications > Push Notifications > Paid Social > Push Notifications > Push Notifications,1,2.412,3
Paid Search > Internal Campaign > Videos,1,1.54,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > SMS > Paid Social > Affiliate,0,0,2
Videos > Videos > Paid Search > Paid Search,1,2.392,3
Display > Display > Display > Paid Search > Display,1,13.6,3
Paid Search > Paid Social > Paid Social > Paid Social > Paid Social > Paid Search > Paid Search,0,0,8
Paid Search > Paid Search > Email > Email > Email > Paid Search > Email > Paid Social > Paid Search > Paid Search > Email > Paid Social > Affiliate,1,2.357,2
Email > Paid Search > Paid Search > Videos > Paid Search,1,1.614,2
Push Notifications > Push Notifications > Paid Search > Paid Search > Push Notifications > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Push Notifications > Paid Social > Paid Social > Push Notifications > Push Notifications > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Affiliate > Push Notifications,1,2.81,3
Videos > Push Notifications > Videos,1,2.008,3
Paid Search > Push Notifications > Push Notifications,1,9.94,2
Push Notifications > SMS,1,2.068,2
Email > Paid Search > Display > SMS > Paid Social > SMS > Paid Social > Paid Social > Paid Social > Paid Search > Email > Push Notifications > Paid Search > SMS > Paid Search > SMS > Email > Paid Search > SMS > Paid Search > Paid Search > Push Notifications > Display > Push Notifications > SMS > Paid Search > Paid Search > Email > Paid Search > Paid Search > Push Notifications > Paid Search > Paid Search > Paid Search > Affiliate > Push Notifications > Display > Email > Paid Social,1,0.799,2
Paid Search > Push Notifications > Push Notifications,1,1.37,2
Display > Display > Display > Display > Display > Display > Display > Push Notifications,1,3.041,3
Display > Push Notifications,1,5.247,3
Paid Search > Push Notifications > Paid Search > Push Notifications > Push Notifications > Paid Search > Email,1,1.341,2
Paid Search > Paid Search > Paid Search > SMS > Push Notifications > Push Notifications > Paid Search > Paid Search > SMS > Paid Social > Paid Search,1,5.32,2
Push Notifications > Email > Paid Social > Push Notifications > Paid Social > Email > Push Notifications > Paid Social,1,2.5,2
Display > Paid Social > Paid Social > Paid Social > Paid Search > Email > Paid Social > Paid Social,1,4.9,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Social,1,14.968,3
Display > Push Notifications > Push Notifications > Email > Email > Display > Email > Affiliate > Push Notifications > Push Notifications,0,0,2
Push Notifications > Push Notifications > Push Notifications > Display > Push Notifications,1,2.8,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,1,0.778,3
Push Notifications > Push Notifications,1,1.978,2
Display > Display > Display > Display > Display > Display > Email > Internal Campaign,0,0,2
Display > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Email > Display > Display > Paid Social > Paid Social,1,3.385,2
Paid Search > Paid Social > Paid Search > Paid Social > Paid Search > Paid Search > Paid Search > Affiliate,0,0,3
Paid Search > Paid Search > Paid Search > SMS > Display > Paid Search > Paid Search > SMS > Affiliate > Paid Search,1,4.34,3
Push Notifications > Paid Social,0,0,2
Display > Display > Paid Search > Display > Display > Display > Paid Search,1,2.2,3
Display > Display > Push Notifications,1,4.16,2
Push Notifications > Internal Campaign,0,0,2
Push Notifications > Display > Push Notifications > Display > Push Notifications > Paid Social > Paid Social,1,16.7,2
Display > Paid Search,1,4.400666667,9
Email > Paid Search > Paid Social > Videos,1,6,2
Paid Search > Videos > Paid Social > Paid Search,0,0,3
Display > Display > Paid Social,1,4.4,2
Videos > Videos > Display > Paid Social > Paid Social,1,2.677,3
Push Notifications > Email,1,0.442,3
Display > Push Notifications > Push Notifications > Push Notifications,1,1.53,3
Paid Search > Push Notifications > Paid Social > Paid Social > Push Notifications > Push Notifications > Push Notifications,1,7.26,2
Push Notifications > Display > Display > Paid Social > Push Notifications,0,0,3
Display > Display > Email > Display > Push Notifications > Email > Paid Search,1,5.26,3
Videos > Internal Campaign > Affiliate > Internal Campaign,1,6.573,3
Paid Search > Paid Search > Paid Search > Email > Paid Social > Email > Email > Paid Search > Email > Display > Display > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,1,6.176,3
Paid Search > Push Notifications > Display,0,0,2
Push Notifications > Paid Search > Push Notifications > Paid Search > Paid Search > Paid Search > Push Notifications,0,0,2
Push Notifications,1,0.65,2
Push Notifications > Paid Search > Paid Search,0,0,3
Email > Push Notifications,2,1.095,6
Paid Search > Push Notifications > Paid Social,1,13.297,3
Push Notifications,1,12.64,3
Direct Mail > Display > Display > Paid Search,1,2.86,2
Paid Search > Push Notifications > Paid Search > Email,1,4.411,3
Direct Mail > Paid Search,3,18.068,8
Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Display > Push Notifications,0,0,2
Display > Display > Display > Push Notifications > Push Notifications > Push Notifications,1,3.84,2
Paid Search > SMS > Push Notifications > Display > Paid Search > Push Notifications,1,2,3
Push Notifications > Email > Push Notifications > Paid Social,0,0,2
Email > Internal Campaign > Videos > Affiliate,1,6.508,3
Paid Search > Display > Push Notifications > Paid Search > Email > Display > Display,1,1.922,3
Paid Search > Display > Videos > Videos > Videos > Videos > Videos,1,3.71,2
Videos > Push Notifications > Email,1,6.48,3
Display > Push Notifications > Affiliate,1,1.896,2
Push Notifications,0,0,2
Paid Social > Paid Search > Paid Search,0,0,2
Paid Search > Paid Search > Display > Paid Search > Paid Social,1,1.392,3
Display > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > SMS > Paid Search > Paid Search > Paid Search > Paid Search,1,6.259,3
Display > Push Notifications,0,0,2
Display > Push Notifications > Display > Display > Push Notifications > Paid Search,1,7.06,3
Push Notifications > Display > Display > Push Notifications > Paid Search > Display > Paid Search > Display > Push Notifications > Push Notifications > Affiliate,1,1.14,2
Internal Campaign > Internal Campaign > Paid Social > Paid Social > Videos > Internal Campaign,1,5.14,3
Display > Display > Email,0,0,3
Push Notifications > Paid Search > Push Notifications,1,4.52,3
Display > Push Notifications > Paid Social > Push Notifications > Display > Display > Push Notifications,0,0,3
Push Notifications,0,0,3
Display,1,3.665,3
Push Notifications > Push Notifications,1,6.52,2
Push Notifications > Push Notifications,0,0,2
Internal Campaign > Paid Search,2,7.73,5
Paid Social > Videos > Email > SMS > Paid Social,1,2.3,2
Paid Social > Paid Social > Paid Social > Paid Search > Paid Social > Affiliate > Paid Social > Paid Search > Paid Social > Paid Social,1,2.276,2
Paid Search > Paid Search > Display > Display > Paid Search > Paid Search,1,2.509,2
Push Notifications > Paid Search > Push Notifications,0,0,3
Email > Paid Search > Paid Search > Paid Search > Paid Search > SMS > Email,1,2.567,2
Display > Display > Push Notifications > Display > Paid Search > Paid Social > Paid Social > Paid Social,1,10.8,2
Push Notifications > Push Notifications,0,0,2
Paid Search > Email > Email > Email > Email > Paid Search > Email > Email,0,0,3
Paid Search > Paid Social > Paid Social > Paid Social > Paid Search,1,4.452,2
Paid Search > Paid Search > Paid Search,1,2.899,3
Email > Paid Search > Paid Search > Paid Search > Email,1,1.595,3
Paid Search > Paid Search > Paid Social,0,0,3
Push Notifications,1,6.629,2
Paid Search > Paid Search > Paid Search > Paid Social > Paid Search > Paid Social > Paid Social > Paid Search > Paid Social > Paid Social,1,1.28,3
Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Display > Affiliate,1,2.026,2
Paid Search > Email > Paid Social,1,1.868,3
Push Notifications > Push Notifications,1,0.45,2
Push Notifications > Push Notifications,1,7.024,3
Push Notifications > Push Notifications,1,2.012,3
Push Notifications > Push Notifications,4,14.359,11
Push Notifications,1,4.2,3
Display > Display > Paid Social,0,0,3
Paid Search > Paid Search > Paid Search > Email > Paid Search > Paid Search > Affiliate > Paid Social,1,1.87,2
Push Notifications > Affiliate > Push Notifications,2,3.2,5
Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Email > Push Notifications > Push Notifications > Push Notifications > Affiliate > Push Notifications,1,3.017,3
Paid Search > Email > Paid Search > Paid Search,1,3.57,3
Videos > Videos > Direct Mail,0,0,2
Push Notifications > Display > Display,1,31.16,3
Paid Social > Email > Paid Social > Email > Paid Search > Email > Email > Email > Affiliate > Email > Email > Email > Email > Paid Social > Email > Email > Email > Email > Email > Email > Email > Email > Email > Paid Social > Paid Social,1,4.512,2
Push Notifications,0,0,3
Email > Videos > Email,2,16.642,6
Display > Paid Social > Videos > Email,1,13.144,3
Paid Social > Email > Email > Paid Social,1,2.45,3
Display > Paid Social,1,1.5,2
Paid Search > Display > Display > Push Notifications > Paid Search,1,2.026,3
Email > Push Notifications,1,2.927,3
Display > Display > Display > Videos > Display > Email,2,13.516,6
Email > Email > Paid Search > Paid Search > SMS > Paid Search > Paid Search > Paid Social > Paid Search > Email > Paid Social > Paid Social > Paid Search > Paid Search,0,0,2
Paid Search > Display > Paid Social,0,0,3
Paid Search > Display > Paid Search,1,4.541,3
Paid Search > Videos > Videos > Display > Paid Social > Videos,1,4.449,3
Paid Search > Internal Campaign > Paid Search,0,0,2
Display > Display > Paid Social > Email > Push Notifications > Affiliate > Push Notifications,1,0.971,3
Display > Display > Display > Push Notifications > Display,1,3.501,3
Display > Display > Paid Social,2,4.88,6
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Internal Campaign > Paid Search,0,0,2
Paid Search > Paid Search > Paid Search > Email > Paid Search > Display > Paid Search > Paid Search > Paid Search,1,5.564,3
Videos > Videos > Paid Social,0,0,3
Push Notifications > Paid Social,1,4.878,3
Push Notifications,1,4.076,3
Paid Search > Paid Search > Display,1,0.944,3
Push Notifications,1,8.946,2
Push Notifications > Push Notifications,1,4.206,2
Paid Search > Paid Search > Paid Search > Paid Social > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Display > Paid Social > Display > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Affiliate,1,1.355,2
Push Notifications > Display > Push Notifications,0,0,2
Paid Search > Paid Social > Email > Display,1,5.756,3
Push Notifications > Push Notifications,1,2.01,2
Display > Display,1,0.964,2
Display > Display,1,14.212,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,2,4.469,5
Videos > Email > Videos > Push Notifications > Push Notifications > Videos > Push Notifications,1,1.25,3
Display > Push Notifications,0,0,2
Email > Paid Search > Paid Search > Paid Search > SMS > Paid Search > Videos,0,0,3
Videos > Videos > Videos > Videos > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Search,1,4.43,2
Paid Search > Display > Email,1,3.383,3
Display > Display > Display > Display,0,0,2
Email > Push Notifications > Affiliate,1,11.84,3
Display > Paid Search,0,0,3
Paid Search > Display,0,0,2
Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Paid Social,1,9.742,3
Display > Push Notifications,2,4.043,6
Push Notifications,0,0,3
Display > Display > Push Notifications,1,1.53,2
Paid Search > Paid Social > Videos > Paid Search > Paid Search > Paid Search,1,1.24,2
Push Notifications > Affiliate,3,23.543,7
Paid Search > Display > Push Notifications > Push Notifications > Display > Push Notifications > Paid Search > Display > Paid Search > Display > Paid Social > Paid Search,1,1.4,3
Email > Display,0,0,2
Email > Paid Search > Affiliate,1,14.436,2
Email > Email > Paid Social > Paid Search > SMS > Paid Social,1,9.1,2
Email > Direct Mail > Email > Paid Social > Email > Paid Social > Paid Social > Paid Search > Email > Paid Search,1,11.453,2
Paid Search > Paid Search > Push Notifications,1,8.3,2
Videos > Push Notifications > Paid Search > Videos,1,3.949,2
Paid Search > Paid Social > Paid Search > Paid Search,1,1.3365,6
